Age,English,Experience,Projects,Education,Python,Docker,Redis,RabbitMQ,AI,Hired,BackendSkill,ProjectCompletionExperience,InternationalExperience
26,712,9,12,0,68,0,0,0,0,0,34.0,1.3333333333333333,6408
31,696,13,15,1,81,0,0,1,1,1,40.5,1.1538461538461537,9048
23,783,1,4,1,83,0,0,0,0,0,41.5,4.0,783
31,518,2,6,1,81,0,0,1,1,0,40.5,3.0,1036
25,445,2,5,1,64,0,0,0,0,0,32.0,2.5,890
29,870,2,4,1,71,1,0,0,0,0,35.8,2.0,1740
34,742,11,12,1,84,0,0,0,0,0,42.0,1.0909090909090908,8162
31,783,13,14,1,74,0,0,1,0,0,37.0,1.0769230769230769,10179
42,819,3,5,1,70,0,0,1,0,0,35.0,1.6666666666666667,2457
32,643,4,3,1,78,1,0,0,0,0,39.3,0.75,2572
37,724,13,12,1,80,1,0,0,0,0,40.3,0.9230769230769231,9412
45,645,14,11,1,72,0,0,0,0,0,36.0,0.7857142857142857,9030
38,695,2,2,1,88,0,0,0,0,0,44.0,1.0,1390
43,740,4,6,0,90,0,0,0,0,0,45.0,1.5,2960
42,712,4,4,0,59,0,0,0,0,0,29.5,1.0,2848
31,689,11,12,1,78,0,1,0,0,0,39.2,1.0909090909090908,7579
24,612,1,3,1,79,0,0,0,0,0,39.5,3.0,612
39,756,2,2,0,86,0,0,0,0,0,43.0,1.0,1512
32,836,12,15,1,64,0,0,0,0,0,32.0,1.25,10032
42,713,13,15,1,70,1,0,0,0,0,35.3,1.1538461538461537,9269
37,790,11,13,1,60,0,0,0,0,0,30.0,1.1818181818181819,8690
35,564,2,5,1,78,0,0,0,0,0,39.0,2.5,1128
36,628,12,15,1,60,0,0,0,0,0,30.0,1.25,7536
23,786,2,3,1,85,0,0,0,1,0,42.5,1.5,1572
34,643,3,3,1,77,0,0,1,0,0,38.5,1.0,1929
28,702,7,8,1,65,0,1,0,0,0,32.7,1.1428571428571428,4914
29,849,3,3,1,86,0,1,0,0,0,43.2,1.0,2547
24,575,3,4,1,96,0,0,0,0,0,48.0,1.3333333333333333,1725
23,651,1,5,1,87,0,0,0,1,0,43.5,5.0,651
30,714,4,5,1,69,0,1,0,0,0,34.7,1.25,2856
44,823,11,15,1,62,0,0,0,0,0,31.0,1.3636363636363635,9053
41,604,4,3,1,74,0,1,0,0,0,37.2,0.75,2416
27,633,1,2,0,79,1,0,1,0,0,39.8,2.0,633
42,659,2,2,1,67,0,0,0,0,0,33.5,1.0,1318
41,903,13,15,1,69,1,0,0,0,0,34.8,1.1538461538461537,11739
38,660,11,11,1,71,0,0,0,0,0,35.5,1.0,7260
42,721,13,12,1,81,0,0,0,0,0,40.5,0.9230769230769231,9373
43,659,4,5,1,62,0,1,0,0,0,31.2,1.25,2636
38,578,3,4,1,67,0,0,0,0,0,33.5,1.3333333333333333,1734
42,705,4,4,1,64,0,0,0,0,0,32.0,1.0,2820
40,657,4,6,1,71,0,0,0,0,0,35.5,1.5,2628
30,761,11,10,1,64,0,0,0,0,0,32.0,0.9090909090909091,8371
24,541,1,5,1,75,0,0,0,0,0,37.5,5.0,541
33,600,14,14,1,77,0,0,0,0,0,38.5,1.0,8400
42,757,3,2,1,80,0,1,1,0,0,40.2,0.6666666666666666,2271
36,616,13,12,1,67,0,0,0,0,0,33.5,0.9230769230769231,8008
30,725,13,11,1,76,0,0,0,0,0,38.0,0.8461538461538461,9425
27,654,10,13,1,62,0,1,0,0,0,31.2,1.3,6540
44,667,4,5,0,81,1,1,0,0,0,41.0,1.25,2668
37,731,13,14,1,64,0,0,0,0,0,32.0,1.0769230769230769,9503
35,895,4,3,1,55,0,0,0,0,0,27.5,0.75,3580
36,719,3,3,1,72,0,0,0,0,0,36.0,1.0,2157
33,740,4,3,0,67,1,0,0,0,0,33.8,0.75,2960
32,751,12,13,1,94,0,0,0,0,1,47.0,1.0833333333333333,9012
29,570,1,6,1,64,0,0,0,0,0,32.0,6.0,570
36,667,11,14,1,76,0,0,0,0,0,38.0,1.2727272727272727,7337
27,828,10,13,1,69,0,1,0,0,0,34.7,1.3,8280
22,665,1,5,1,81,0,0,0,0,0,40.5,5.0,665
41,586,13,10,1,66,0,0,0,0,0,33.0,0.7692307692307693,7618
36,793,11,13,1,85,0,1,0,0,1,42.7,1.1818181818181819,8723
29,817,2,2,1,73,1,1,0,0,0,37.0,1.0,1634
27,737,9,11,1,76,0,0,0,0,0,38.0,1.2222222222222223,6633
23,644,4,4,1,87,0,0,0,1,0,43.5,1.0,2576
30,700,2,6,0,70,0,1,1,0,0,35.2,3.0,1400
40,742,11,11,1,64,0,0,0,0,0,32.0,1.0,8162
43,770,13,11,1,71,1,0,0,0,0,35.8,0.8461538461538461,10010
25,793,7,8,1,61,1,0,0,0,0,30.8,1.1428571428571428,5551
36,719,14,13,0,71,1,0,0,0,0,35.8,0.9285714285714286,10066
44,583,14,10,1,81,1,0,0,0,0,40.8,0.7142857142857143,8162
44,855,14,12,0,78,1,0,0,0,1,39.3,0.8571428571428571,11970
30,687,12,14,1,73,0,0,1,0,0,36.5,1.1666666666666667,8244
28,942,1,3,1,79,0,0,1,0,0,39.5,3.0,942
36,824,11,15,1,63,0,0,0,0,0,31.5,1.3636363636363635,9064
44,904,4,6,0,95,0,0,0,0,0,47.5,1.5,3616
43,731,2,4,1,61,0,0,1,0,0,30.5,2.0,1462
35,753,13,10,0,74,0,1,0,0,0,37.2,0.7692307692307693,9789
30,778,4,2,1,67,0,1,0,0,0,33.7,0.5,3112
33,628,14,11,1,86,1,0,1,1,1,43.3,0.7857142857142857,8792
38,636,11,11,1,91,1,1,1,0,1,46.0,1.0,6996
33,594,4,6,1,94,0,0,0,0,0,47.0,1.5,2376
26,621,6,11,1,69,0,0,1,0,0,34.5,1.8333333333333333,3726
22,678,3,5,0,78,0,0,1,0,0,39.0,1.6666666666666667,2034
34,674,11,13,1,59,0,0,0,0,0,29.5,1.1818181818181819,7414
34,665,12,15,1,79,0,0,0,0,0,39.5,1.25,7980
35,721,12,10,1,73,0,0,0,0,0,36.5,0.8333333333333334,8652
40,594,4,3,1,73,0,0,0,0,0,36.5,0.75,2376
32,740,12,11,1,74,0,1,0,0,0,37.2,0.9166666666666666,8880
29,611,8,11,0,93,0,0,0,0,0,46.5,1.375,4888
34,715,4,4,0,77,0,0,0,0,0,38.5,1.0,2860
42,682,3,5,1,74,0,0,0,0,0,37.0,1.6666666666666667,2046
29,870,9,10,1,67,0,0,0,0,0,33.5,1.1111111111111112,7830
26,733,3,5,1,94,1,0,0,0,0,47.3,1.6666666666666667,2199
36,913,11,14,0,60,0,0,1,0,0,30.0,1.2727272727272727,10043
31,634,3,6,1,84,0,0,0,1,0,42.0,2.0,1902
44,735,11,13,1,56,0,0,0,0,0,28.0,1.1818181818181819,8085
24,763,3,4,1,88,0,0,0,0,0,44.0,1.3333333333333333,2289
38,748,11,14,1,86,0,0,0,0,1,43.0,1.2727272727272727,8228
38,779,3,4,0,78,1,0,0,0,0,39.3,1.3333333333333333,2337
42,563,3,5,1,76,0,0,0,0,0,38.0,1.6666666666666667,1689
38,589,13,13,1,78,0,1,1,0,0,39.2,1.0,7657
40,852,12,15,1,80,0,0,0,0,0,40.0,1.25,10224
34,665,2,6,1,74,0,0,0,0,0,37.0,3.0,1330
42,736,14,13,1,69,0,0,0,0,0,34.5,0.9285714285714286,10304
23,586,3,2,0,70,0,1,0,0,0,35.2,0.6666666666666666,1758
32,660,3,3,1,85,0,0,0,1,0,42.5,1.0,1980
25,829,1,5,1,70,0,0,0,0,0,35.0,5.0,829
39,708,4,4,0,89,1,1,0,1,0,45.0,1.0,2832
37,578,3,5,0,80,0,0,0,0,0,40.0,1.6666666666666667,1734
24,619,5,2,1,87,1,0,0,0,0,43.8,0.4,3095
39,589,3,6,1,64,0,0,0,0,0,32.0,2.0,1767
25,597,10,10,1,76,1,1,0,0,0,38.5,1.0,5970
28,824,2,6,1,64,0,0,0,0,0,32.0,3.0,1648
22,761,2,5,1,80,0,0,0,0,0,40.0,2.5,1522
32,752,3,4,0,74,0,1,0,0,0,37.2,1.3333333333333333,2256
31,720,2,3,1,76,1,0,0,0,0,38.3,1.5,1440
44,621,3,2,1,61,0,1,0,0,0,30.7,0.6666666666666666,1863
36,941,3,5,0,89,1,0,0,1,0,44.8,1.6666666666666667,2823
34,818,14,10,1,91,0,0,0,0,0,45.5,0.7142857142857143,11452
28,688,7,12,1,96,1,1,0,1,1,48.5,1.7142857142857142,4816
29,637,1,3,1,78,0,0,0,0,0,39.0,3.0,637
22,664,1,6,1,88,1,0,0,1,0,44.3,6.0,664
26,658,2,4,1,54,0,1,0,0,0,27.2,2.0,1316
45,773,13,11,1,65,0,0,0,0,0,32.5,0.8461538461538461,10049
31,767,3,3,1,81,0,0,0,1,0,40.5,1.0,2301
31,813,11,14,1,50,0,0,0,0,0,25.0,1.2727272727272727,8943
31,935,2,3,1,82,0,1,0,0,0,41.2,1.5,1870
35,751,4,6,1,87,0,0,1,0,0,43.5,1.5,3004
38,654,14,10,0,70,0,0,0,0,0,35.0,0.7142857142857143,9156
44,701,2,3,1,81,0,1,0,1,0,40.7,1.5,1402
43,854,14,11,1,64,0,0,0,0,0,32.0,0.7857142857142857,11956
25,546,1,3,1,83,0,0,0,0,0,41.5,3.0,546
39,909,14,13,0,58,0,0,0,0,0,29.0,0.9285714285714286,12726
38,865,4,3,0,61,0,0,0,0,0,30.5,0.75,3460
44,659,3,3,0,78,0,0,1,0,0,39.0,1.0,1977
30,739,11,13,1,76,0,0,0,0,0,38.0,1.1818181818181819,8129
26,572,3,5,1,86,0,0,0,0,0,43.0,1.6666666666666667,1716
41,665,14,12,1,72,0,1,0,0,0,36.2,0.8571428571428571,9310
24,906,5,4,1,100,0,0,0,0,0,50.0,0.8,4530
42,733,3,6,1,68,0,1,0,0,0,34.2,2.0,2199
43,727,2,3,1,89,0,0,0,1,0,44.5,1.5,1454
31,917,4,5,0,73,0,0,0,0,0,36.5,1.25,3668
44,692,4,5,1,79,0,0,0,0,0,39.5,1.25,2768
42,692,14,13,0,82,0,0,1,1,1,41.0,0.9285714285714286,9688
34,546,13,10,1,73,0,0,1,0,0,36.5,0.7692307692307693,7098
24,730,3,6,1,65,1,0,0,0,0,32.8,2.0,2190
35,726,13,11,1,72,0,0,0,0,0,36.0,0.8461538461538461,9438
29,716,2,5,1,56,0,1,0,0,0,28.2,2.5,1432
30,468,3,5,1,62,1,0,0,0,0,31.3,1.6666666666666667,1404
36,849,13,12,1,73,0,1,0,0,1,36.7,0.9230769230769231,11037
29,670,8,12,1,78,0,0,1,0,0,39.0,1.5,5360
45,751,11,10,0,79,0,0,0,0,0,39.5,0.9090909090909091,8261
45,404,14,12,1,64,1,0,0,0,0,32.3,0.8571428571428571,5656
40,785,11,15,1,79,0,0,0,0,0,39.5,1.3636363636363635,8635
29,747,7,8,1,63,0,1,0,0,0,31.7,1.1428571428571428,5229
24,721,2,6,0,70,1,0,1,0,0,35.3,3.0,1442
26,619,10,13,1,80,0,0,0,0,0,40.0,1.3,6190
30,685,11,14,1,75,1,0,0,0,0,37.8,1.2727272727272727,7535
34,772,3,2,1,63,0,0,0,0,0,31.5,0.6666666666666666,2316
36,672,2,3,1,60,0,1,0,0,0,30.2,1.5,1344
40,762,2,4,0,71,0,1,0,0,0,35.7,2.0,1524
43,642,3,4,1,76,1,0,0,0,0,38.3,1.3333333333333333,1926
31,825,3,2,1,84,0,0,0,0,0,42.0,0.6666666666666666,2475
37,695,3,6,1,82,0,1,0,1,0,41.2,2.0,2085
30,695,2,4,1,100,0,0,1,1,0,50.0,2.0,1390
36,705,4,3,1,66,1,0,1,0,0,33.3,0.75,2820
41,734,4,5,1,64,0,0,0,0,0,32.0,1.25,2936
38,915,12,13,0,62,0,0,0,0,0,31.0,1.0833333333333333,10980
27,896,2,5,1,69,0,0,0,0,0,34.5,2.5,1792
33,813,3,3,1,63,0,0,1,0,0,31.5,1.0,2439
33,845,2,6,1,67,0,1,0,0,0,33.7,3.0,1690
30,718,2,3,1,63,0,0,1,0,0,31.5,1.5,1436
33,706,14,13,1,87,0,0,0,0,1,43.5,0.9285714285714286,9884
24,811,4,6,1,60,0,0,0,0,0,30.0,1.5,3244
25,605,6,10,1,72,1,0,0,0,0,36.3,1.6666666666666667,3630
41,658,4,2,1,78,0,0,0,0,0,39.0,0.5,2632
30,758,2,4,1,72,0,0,0,0,0,36.0,2.0,1516
44,631,12,11,0,83,0,0,0,1,0,41.5,0.9166666666666666,7572
29,762,8,11,1,68,1,0,0,0,0,34.3,1.375,6096
29,667,8,10,1,66,0,0,0,0,0,33.0,1.25,5336
42,718,14,13,1,85,0,0,0,1,1,42.5,0.9285714285714286,10052
31,558,3,5,1,83,0,0,0,0,0,41.5,1.6666666666666667,1674
45,590,12,13,0,67,0,0,1,0,0,33.5,1.0833333333333333,7080
32,826,3,6,1,87,0,0,0,1,0,43.5,2.0,2478
23,654,1,3,1,87,0,0,1,0,0,43.5,3.0,654
27,863,8,10,1,72,0,0,0,0,0,36.0,1.25,6904
23,555,1,6,1,77,0,0,0,0,0,38.5,6.0,555
33,589,3,6,1,56,0,0,1,0,0,28.0,2.0,1767
35,665,12,12,1,70,0,0,1,0,0,35.0,1.0,7980
30,628,4,4,1,68,1,0,0,0,0,34.3,1.0,2512
27,716,9,7,1,80,1,0,0,0,0,40.3,0.7777777777777778,6444
39,559,4,2,0,77,0,0,1,0,0,38.5,0.5,2236
39,743,13,15,1,87,0,0,0,1,1,43.5,1.1538461538461537,9659
25,748,8,8,1,92,0,1,0,0,0,46.2,1.0,5984
42,758,4,2,1,71,1,0,0,0,0,35.8,0.5,3032
45,825,3,2,1,60,1,0,0,0,0,30.3,0.6666666666666666,2475
38,725,12,13,1,82,0,1,0,1,1,41.2,1.0833333333333333,8700
31,821,14,10,1,88,0,0,0,0,0,44.0,0.7142857142857143,11494
35,680,13,15,1,65,0,0,0,0,0,32.5,1.1538461538461537,8840
32,746,14,12,1,85,0,0,1,1,1,42.5,0.8571428571428571,10444
43,524,3,6,0,58,0,0,0,0,0,29.0,2.0,1572
23,798,2,5,1,90,0,1,0,1,0,45.2,2.5,1596
31,868,13,15,1,54,0,1,0,0,0,27.2,1.1538461538461537,11284
28,950,9,10,1,87,0,0,0,1,0,43.5,1.1111111111111112,8550
31,578,11,11,1,73,1,0,0,0,0,36.8,1.0,6358
36,788,3,5,0,77,0,0,0,0,0,38.5,1.6666666666666667,2364
36,674,11,11,1,70,0,0,0,0,0,35.0,1.0,7414
40,881,2,4,0,64,1,1,1,0,0,32.5,2.0,1762
36,685,13,11,1,90,0,1,0,1,1,45.2,0.8461538461538461,8905
37,669,11,13,1,73,1,0,0,0,0,36.8,1.1818181818181819,7359
25,684,10,14,1,80,0,0,0,0,0,40.0,1.4,6840
33,717,14,12,1,67,1,0,0,0,0,33.8,0.8571428571428571,10038
30,724,14,13,1,69,0,0,0,0,0,34.5,0.9285714285714286,10136
34,786,2,6,1,67,0,0,0,0,0,33.5,3.0,1572
36,681,12,14,1,92,0,0,0,1,1,46.0,1.1666666666666667,8172
23,770,1,2,0,80,1,0,1,0,0,40.3,2.0,770
32,798,11,11,1,52,1,0,0,0,0,26.3,1.0,8778
34,582,14,11,0,59,1,0,0,0,0,29.8,0.7857142857142857,8148
37,681,3,2,1,82,0,1,0,0,0,41.2,0.6666666666666666,2043
33,712,11,14,0,63,0,1,0,0,0,31.7,1.2727272727272727,7832
27,577,7,9,1,68,0,0,0,0,0,34.0,1.2857142857142858,4039
37,538,11,15,1,81,0,1,0,1,1,40.7,1.3636363636363635,5918
26,731,3,3,0,67,0,0,0,0,0,33.5,1.0,2193
41,675,11,10,1,69,0,0,0,0,0,34.5,0.9090909090909091,7425
30,645,4,6,0,62,0,0,0,0,0,31.0,1.5,2580
44,726,2,3,1,79,0,1,0,0,0,39.7,1.5,1452
45,560,12,14,1,67,0,0,0,0,0,33.5,1.1666666666666667,6720
40,815,12,10,1,78,0,1,0,0,0,39.2,0.8333333333333334,9780
40,832,4,6,0,87,0,0,0,0,0,43.5,1.5,3328
45,642,14,13,1,87,1,0,1,0,1,43.8,0.9285714285714286,8988
35,748,12,10,1,73,1,0,1,0,0,36.8,0.8333333333333334,8976
43,566,2,6,1,58,0,0,0,0,0,29.0,3.0,1132
30,645,12,15,0,77,0,0,0,0,0,38.5,1.25,7740
33,636,12,15,1,78,0,0,0,0,0,39.0,1.25,7632
26,677,2,5,1,72,0,1,0,0,0,36.2,2.5,1354
34,726,13,13,1,67,0,0,0,0,0,33.5,1.0,9438
39,609,3,2,1,79,1,0,1,0,0,39.8,0.6666666666666666,1827
43,890,3,4,1,83,0,0,0,1,0,41.5,1.3333333333333333,2670
22,779,5,3,1,67,0,0,0,0,0,33.5,0.6,3895
40,688,3,3,1,76,0,0,0,0,0,38.0,1.0,2064
25,518,6,8,1,71,0,0,0,0,0,35.5,1.3333333333333333,3108
30,899,13,12,1,71,0,0,1,0,1,35.5,0.9230769230769231,11687
23,738,1,6,1,73,1,0,1,0,0,36.8,6.0,738
39,639,2,5,1,69,0,0,0,0,0,34.5,2.5,1278
22,685,2,5,1,78,0,0,0,0,0,39.0,2.5,1370
38,549,4,6,1,72,0,0,0,0,0,36.0,1.5,2196
37,812,14,11,1,77,1,0,0,0,0,38.8,0.7857142857142857,11368
28,721,1,4,1,80,0,1,0,0,0,40.2,4.0,721
24,701,3,6,1,75,0,1,0,0,0,37.7,2.0,2103
45,687,2,5,1,76,0,1,0,0,0,38.2,2.5,1374
29,759,3,6,1,76,1,0,1,0,0,38.3,2.0,2277
27,560,8,10,1,81,0,0,0,1,0,40.5,1.25,4480
30,873,2,4,1,72,0,1,1,0,0,36.2,2.0,1746
40,819,4,2,1,69,0,0,0,0,0,34.5,0.5,3276
41,695,14,14,1,73,0,0,0,0,0,36.5,1.0,9730
31,894,3,3,1,72,0,0,0,0,0,36.0,1.0,2682
24,778,2,5,1,72,0,0,0,0,0,36.0,2.5,1556
26,589,2,3,1,92,1,0,0,1,0,46.3,1.5,1178
34,646,2,3,1,75,0,1,0,0,0,37.7,1.5,1292
44,741,12,15,1,75,0,0,1,0,0,37.5,1.25,8892
32,658,3,5,1,88,0,1,1,1,0,44.2,1.6666666666666667,1974
41,651,2,5,1,64,1,0,0,0,0,32.3,2.5,1302
22,867,1,6,1,72,0,0,0,0,0,36.0,6.0,867
43,824,4,2,0,72,0,1,0,0,0,36.2,0.5,3296
28,691,9,7,1,72,0,0,1,0,0,36.0,0.7777777777777778,6219
37,637,3,4,1,75,1,0,1,0,0,37.8,1.3333333333333333,1911
43,687,13,14,1,69,0,0,0,0,0,34.5,1.0769230769230769,8931
34,877,12,15,1,62,0,0,0,0,0,31.0,1.25,10524
39,524,11,15,0,69,0,0,0,0,0,34.5,1.3636363636363635,5764
23,746,1,5,1,71,0,0,0,0,0,35.5,5.0,746
32,686,3,3,1,79,0,0,0,0,0,39.5,1.0,2058
37,690,11,12,1,70,1,0,0,0,0,35.3,1.0909090909090908,7590
28,672,6,7,1,65,0,1,0,0,0,32.7,1.1666666666666667,4032
31,592,3,6,1,70,0,1,0,0,0,35.2,2.0,1776
25,584,2,4,0,67,0,0,1,0,0,33.5,2.0,1168
37,767,11,15,1,81,0,0,0,1,1,40.5,1.3636363636363635,8437
29,843,10,11,1,81,0,0,0,1,0,40.5,1.1,8430
38,672,3,2,0,90,0,0,1,0,0,45.0,0.6666666666666666,2016
27,639,1,5,0,56,0,0,0,0,0,28.0,5.0,639
30,682,3,5,1,75,0,1,0,0,0,37.7,1.6666666666666667,2046
34,611,12,11,0,62,0,1,0,0,0,31.2,0.9166666666666666,7332
27,703,1,3,1,89,0,0,0,0,0,44.5,3.0,703
44,719,2,3,1,80,0,1,1,0,0,40.2,1.5,1438
36,601,11,13,1,91,0,0,0,1,1,45.5,1.1818181818181819,6611
38,800,2,4,1,75,0,0,0,0,0,37.5,2.0,1600
36,759,3,2,1,69,1,0,0,0,0,34.8,0.6666666666666666,2277
28,778,1,6,1,85,0,1,1,0,0,42.7,6.0,778
35,606,2,6,1,76,0,1,0,0,0,38.2,3.0,1212
28,471,3,4,1,77,1,0,0,0,0,38.8,1.3333333333333333,1413
33,825,14,13,0,73,0,0,0,0,0,36.5,0.9285714285714286,11550
45,658,14,13,1,63,0,0,0,0,0,31.5,0.9285714285714286,9212
36,798,12,12,0,100,1,0,1,0,1,50.3,1.0,9576
40,716,4,6,1,88,0,1,0,0,0,44.2,1.5,2864
43,664,2,6,1,59,1,0,1,0,0,29.8,3.0,1328
45,769,12,15,1,72,0,0,0,0,0,36.0,1.25,9228
24,537,2,3,1,70,0,1,0,0,0,35.2,1.5,1074
23,723,3,5,1,80,0,0,0,0,0,40.0,1.6666666666666667,2169
34,602,3,2,1,74,0,0,0,0,0,37.0,0.6666666666666666,1806
28,653,2,3,1,73,0,1,0,0,0,36.7,1.5,1306
38,633,13,13,1,90,0,0,0,1,1,45.0,1.0,8229
45,642,4,2,1,85,0,0,0,0,0,42.5,0.5,2568
25,619,2,2,1,68,0,0,0,0,0,34.0,1.0,1238
34,863,2,5,1,81,0,0,0,1,0,40.5,2.5,1726
23,905,2,6,1,76,0,1,1,0,0,38.2,3.0,1810
42,837,2,6,1,94,0,1,0,0,0,47.2,3.0,1674
28,571,2,5,0,71,0,0,1,0,0,35.5,2.5,1142
32,642,2,5,0,75,0,1,0,0,0,37.7,2.5,1284
22,776,2,3,1,78,0,0,0,0,0,39.0,1.5,1552
41,716,11,15,1,81,1,1,0,1,1,41.0,1.3636363636363635,7876
37,530,14,15,0,87,0,0,1,1,1,43.5,1.0714285714285714,7420
32,912,12,13,1,68,0,0,1,0,0,34.0,1.0833333333333333,10944
26,798,9,10,1,93,0,0,0,0,0,46.5,1.1111111111111112,7182
26,694,1,2,0,64,0,0,1,0,0,32.0,2.0,694
38,628,2,6,1,89,0,1,0,0,0,44.7,3.0,1256
24,562,4,5,1,71,1,0,0,0,0,35.8,1.25,2248
39,692,3,6,0,69,0,0,0,0,0,34.5,2.0,2076
38,739,12,14,1,80,0,1,0,0,0,40.2,1.1666666666666667,8868
23,666,1,4,1,84,0,1,0,1,0,42.2,4.0,666
39,712,3,3,1,85,1,1,1,0,0,43.0,1.0,2136
26,674,9,11,0,70,1,0,0,0,0,35.3,1.2222222222222223,6066
38,888,11,15,1,71,1,0,1,0,1,35.8,1.3636363636363635,9768
39,794,3,4,1,70,0,0,1,0,0,35.0,1.3333333333333333,2382
27,919,9,10,1,88,1,0,0,1,1,44.3,1.1111111111111112,8271
40,773,12,15,1,77,0,0,0,0,0,38.5,1.25,9276
23,862,5,4,1,78,0,1,0,0,0,39.2,0.8,4310
24,651,2,6,1,47,0,0,0,0,0,23.5,3.0,1302
37,539,4,5,1,76,0,0,0,0,0,38.0,1.25,2156
39,766,12,11,1,96,0,0,0,0,0,48.0,0.9166666666666666,9192
42,915,2,2,1,70,0,1,0,0,0,35.2,1.0,1830
34,664,2,3,1,89,0,0,0,0,0,44.5,1.5,1328
34,650,13,15,1,66,0,1,0,0,0,33.2,1.1538461538461537,8450
27,613,3,3,0,73,0,0,0,0,0,36.5,1.0,1839
38,779,3,2,1,85,0,1,0,1,0,42.7,0.6666666666666666,2337
28,702,9,12,1,75,0,1,0,0,0,37.7,1.3333333333333333,6318
22,692,1,3,0,73,0,0,1,0,0,36.5,3.0,692
34,676,2,3,0,66,0,0,0,0,0,33.0,1.5,1352
24,668,3,2,1,83,0,0,0,0,0,41.5,0.6666666666666666,2004
40,725,2,3,1,70,0,0,0,0,0,35.0,1.5,1450
36,755,13,13,1,70,0,0,0,0,0,35.0,1.0,9815
27,629,2,3,0,65,0,1,1,0,0,32.7,1.5,1258
41,631,4,3,1,55,0,0,0,0,0,27.5,0.75,2524
27,686,8,7,1,79,0,1,1,0,0,39.7,0.875,5488
42,734,12,12,0,88,0,1,0,0,1,44.2,1.0,8808
41,713,2,2,1,70,0,1,0,0,0,35.2,1.0,1426
39,762,4,6,1,74,1,0,0,0,0,37.3,1.5,3048
23,678,2,5,1,64,1,1,0,0,0,32.5,2.5,1356
33,637,4,5,1,81,1,1,0,1,0,41.0,1.25,2548
26,850,10,12,0,58,0,1,0,0,0,29.2,1.2,8500
38,746,12,13,0,72,0,0,0,0,0,36.0,1.0833333333333333,8952
42,840,12,14,1,81,0,0,0,1,1,40.5,1.1666666666666667,10080
30,916,11,15,1,79,1,0,0,0,1,39.8,1.3636363636363635,10076
38,601,12,10,1,86,0,0,0,0,0,43.0,0.8333333333333334,7212
30,642,4,3,0,81,0,1,1,0,0,40.7,0.75,2568
40,759,2,2,1,63,0,0,0,0,0,31.5,1.0,1518
36,774,11,14,0,85,0,0,1,1,1,42.5,1.2727272727272727,8514
30,724,14,12,1,79,0,0,0,0,0,39.5,0.8571428571428571,10136
28,668,8,11,0,71,0,0,0,0,0,35.5,1.375,5344
41,637,12,15,0,83,0,0,0,0,0,41.5,1.25,7644
30,745,13,12,1,89,0,0,0,0,1,44.5,0.9230769230769231,9685
30,446,11,13,1,88,1,0,0,1,1,44.3,1.1818181818181819,4906
43,839,12,11,1,68,0,0,0,0,0,34.0,0.9166666666666666,10068
37,656,3,4,1,78,0,0,1,0,0,39.0,1.3333333333333333,1968
30,803,12,12,1,76,1,0,0,0,1,38.3,1.0,9636
32,458,4,5,0,78,0,1,0,0,0,39.2,1.25,1832
42,740,2,6,1,80,0,0,0,0,0,40.0,3.0,1480
24,800,1,2,1,93,1,0,1,1,0,46.8,2.0,800
23,656,1,4,1,96,0,0,0,0,0,48.0,4.0,656
33,816,11,15,1,78,0,0,1,0,1,39.0,1.3636363636363635,8976
30,571,4,5,1,71,0,0,0,0,0,35.5,1.25,2284
22,721,1,3,1,69,0,0,0,0,0,34.5,3.0,721
39,587,4,6,1,58,0,0,0,0,0,29.0,1.5,2348
43,768,13,11,1,76,1,0,0,0,0,38.3,0.8461538461538461,9984
36,665,2,3,1,62,0,1,0,0,0,31.2,1.5,1330
27,685,3,4,1,90,0,1,0,0,0,45.2,1.3333333333333333,2055
26,583,10,15,0,83,0,0,0,0,0,41.5,1.5,5830
34,724,4,6,0,67,0,1,0,0,0,33.7,1.5,2896
25,696,1,5,1,60,1,0,0,0,0,30.3,5.0,696
37,628,3,5,1,74,0,1,0,0,0,37.2,1.6666666666666667,1884
30,515,12,10,1,79,0,0,0,0,0,39.5,0.8333333333333334,6180
39,640,4,6,1,90,0,0,0,0,0,45.0,1.5,2560
28,613,3,2,1,91,0,0,0,0,0,45.5,0.6666666666666666,1839
32,808,11,15,1,86,0,0,0,1,1,43.0,1.3636363636363635,8888
38,803,3,5,1,64,0,0,0,0,0,32.0,1.6666666666666667,2409
32,846,4,4,1,68,0,0,1,0,0,34.0,1.0,3384
42,678,12,15,1,73,0,0,0,0,0,36.5,1.25,8136
26,631,1,5,0,77,0,0,1,0,0,38.5,5.0,631
27,786,7,10,0,87,0,0,0,1,0,43.5,1.4285714285714286,5502
32,652,2,4,1,93,0,0,0,1,0,46.5,2.0,1304
31,725,13,11,0,87,1,0,0,0,0,43.8,0.8461538461538461,9425
31,502,3,6,1,72,0,0,0,0,0,36.0,2.0,1506
27,734,10,14,1,89,0,1,0,0,1,44.7,1.4,7340
26,696,3,6,0,65,0,0,0,0,0,32.5,2.0,2088
45,584,11,12,1,60,0,0,0,0,0,30.0,1.0909090909090908,6424
32,665,14,11,1,87,0,0,0,0,0,43.5,0.7857142857142857,9310
34,635,13,12,1,70,0,0,0,0,0,35.0,0.9230769230769231,8255
38,621,14,15,1,80,0,1,0,0,0,40.2,1.0714285714285714,8694
39,692,3,5,1,65,0,0,0,0,0,32.5,1.6666666666666667,2076
34,596,11,11,1,64,0,0,0,0,0,32.0,1.0,6556
